# le narma2 narma10 narma20 N M k_b k_t g_b g_t
-0.817731 1.000000 1.000000 1.000000 16 24 2800.000000 3000.000000 0.400000 0.500000
-0.736042 1.000000 1.000000 1.000000 16 24 2800.000000 3000.000000 0.400000 0.500000
-0.756494 1.000000 1.000000 1.000000 16 24 2800.000000 3000.000000 0.400000 0.500000
-0.754557 1.000000 1.000000 1.000000 16 24 2800.000000 3000.000000 0.400000 0.500000
-0.773430 1.000000 1.000000 1.000000 16 24 2800.000000 3000.000000 0.400000 0.500000
-0.749327 1.000000 1.000000 1.000000 16 24 2800.000000 3000.000000 0.400000 0.500000
-0.755858 1.000000 1.000000 1.000000 16 24 2800.000000 3000.000000 0.400000 0.500000
-0.753055 1.000000 49045439482785354836031497679825150413901150552064.000000 1.000000 16 24 2800.000000 3000.000000 0.400000 0.500000
-0.745820 1.000000 1.000000 1.000000 16 24 2800.000000 3000.000000 0.400000 0.500000
-0.753305 10010144745844823709812450051011013320370011766784.000000 784727031724565677376503962877202406622418408833024.000000 140953338784883306022551488810147099679992150228992.000000 16 24 2800.000000 3000.000000 0.400000 0.500000
-0.726760 1.000000 1.000000 1.000000 16 24 2800.000000 3000.000000 0.400000 0.500000
-0.768036 640649263734068717427996803264704852503680753074176.000000 1.000000 1.000000 16 24 2800.000000 3000.000000 0.400000 0.500000
-0.700333 164006211515921591661567181635764442240942272786989056.000000 1.000000 1.000000 16 24 2800.000000 3000.000000 0.400000 0.500000
-0.673947 0.000093 0.012068 0.005007 16 24 1.000000 50.000000 0.400000 0.500000
-0.973812 0.000090 0.018984 0.013084 16 24 1.000000 50.000000 0.400000 0.500000
-0.980421 0.000084 0.011855 0.005474 16 24 1.000000 50.000000 0.400000 0.500000
-0.713683 0.000108 0.010609 0.004127 16 24 1.000000 50.000000 0.400000 0.500000
-0.974920 0.000090 0.010998 0.004466 16 24 1.000000 50.000000 0.400000 0.500000
-1.195199 0.000087 0.011850 0.004305 16 24 1.000000 50.000000 0.400000 0.500000
-1.026551 0.000093 0.013180 0.009378 16 24 1.000000 50.000000 0.400000 0.500000
-0.897983 0.000094 0.013536 0.007276 16 24 1.000000 50.000000 0.400000 0.500000
-0.974947 0.000094 0.010985 0.004064 16 24 1.000000 50.000000 0.400000 0.500000
-0.853196 0.000100 0.011222 0.004398 16 24 1.000000 50.000000 0.400000 0.500000
-1.190859 0.000094 0.011245 0.004254 16 24 1.000000 50.000000 0.400000 0.500000
-0.852500 0.000078 0.011812 0.004801 16 24 1.000000 50.000000 0.400000 0.500000
-0.742790 0.000077 0.015552 0.010325 16 24 1.000000 50.000000 0.400000 0.500000
-0.861508 0.000085 0.012392 0.005718 16 24 1.000000 50.000000 0.400000 0.500000
-0.636370 0.000086 0.010407 0.003053 16 24 1.000000 50.000000 0.400000 0.500000
-0.918071 0.000123 0.011314 0.004091 16 24 1.000000 50.000000 0.400000 0.500000
-1.063903 0.000172 0.028574 0.024329 16 24 1.000000 50.000000 0.400000 0.500000
-0.610673 0.000078 0.010297 0.003401 16 24 1.000000 50.000000 0.400000 0.500000
-0.838883 0.000092 0.012512 0.007224 16 24 1.000000 50.000000 0.400000 0.500000
-0.911475 0.000104 0.011133 0.004931 16 24 1.000000 50.000000 0.400000 0.500000
-0.613946 0.000116 0.012668 0.008204 16 24 1.000000 50.000000 0.400000 0.500000
-1.085927 0.000104 0.013366 0.007472 16 24 1.000000 50.000000 0.400000 0.500000
-0.701127 0.000097 0.014229 0.008326 16 24 1.000000 50.000000 0.400000 0.500000
-1.796917 0.000105 0.010676 0.003916 16 24 1.000000 50.000000 0.400000 0.500000
-0.846796 0.000091 0.012507 0.006137 16 24 1.000000 50.000000 0.400000 0.500000
-0.757733 0.000097 0.010475 0.003030 16 24 1.000000 50.000000 0.400000 0.500000
-0.711002 0.000084 0.012553 0.006940 16 24 1.000000 50.000000 0.400000 0.500000
-0.631335 0.000134 0.013810 0.009583 16 24 1.000000 50.000000 0.400000 0.500000
-0.864578 0.000078 0.011289 0.004602 16 24 1.000000 50.000000 0.400000 0.500000
-0.614475 0.000084 0.011216 0.004156 16 24 1.000000 50.000000 0.400000 0.500000
-1.142368 0.000129 0.013985 0.008356 16 24 1.000000 50.000000 0.400000 0.500000
-0.789403 0.000097 0.020704 0.019451 16 24 1.000000 50.000000 0.400000 0.500000
-0.866708 0.000077 0.012413 0.005142 16 24 1.000000 50.000000 0.400000 0.500000
-0.989014 0.000092 0.010377 0.003562 16 24 1.000000 50.000000 0.400000 0.500000
-0.651039 0.000091 0.014289 0.007915 16 24 1.000000 50.000000 0.400000 0.500000
-0.849428 0.000132 0.010950 0.003748 16 24 1.000000 50.000000 0.400000 0.500000
-0.621006 0.000089 0.010329 0.003045 16 24 1.000000 50.000000 0.400000 0.500000
-0.757442 0.000092 0.010634 0.003318 16 24 1.000000 50.000000 0.400000 0.500000
-0.757702 0.000122 0.011830 0.006503 16 24 1.000000 50.000000 0.400000 0.500000
-1.061241 0.000093 0.012541 0.005358 16 24 1.000000 50.000000 0.400000 0.500000
-1.061241 0.000093 0.012541 0.005358 16 24 1.000000 50.000000 0.400000 0.500000
-0.633566 0.000116 0.010820 0.003981 16 24 1.000000 50.000000 0.400000 0.500000
-0.823457 0.000088 0.010790 0.003541 16 24 1.000000 50.000000 0.400000 0.500000
-0.922052 0.000090 0.010400 0.003686 16 24 1.000000 50.000000 0.400000 0.500000
-0.912431 0.000082 0.011296 0.004295 16 24 1.000000 50.000000 0.400000 0.500000
-0.742833 0.000089 0.010325 0.003502 16 24 1.000000 50.000000 0.400000 0.500000
-0.635334 0.000076 0.011242 0.004462 16 24 1.000000 50.000000 0.400000 0.500000
-0.938597 0.000076 0.011704 0.005752 16 24 1.000000 50.000000 0.400000 0.500000
-0.697066 0.000074 0.010910 0.004018 16 24 1.000000 50.000000 0.400000 0.500000
-1.014997 0.000104 0.010395 0.002606 16 24 1.000000 50.000000 0.400000 0.500000
-0.798021 0.000085 0.010742 0.003436 16 24 1.000000 50.000000 0.400000 0.500000
-0.677008 0.000097 0.014733 0.007181 16 24 1.000000 50.000000 0.400000 0.500000
-1.297016 0.000134 0.013921 0.008216 16 24 1.000000 50.000000 0.400000 0.500000
-0.863054 0.000085 0.012406 0.006669 16 24 1.000000 50.000000 0.400000 0.500000
-0.668142 0.000085 0.010082 0.002840 16 24 1.000000 50.000000 0.400000 0.500000
-1.354268 0.000078 0.010110 0.002748 16 24 1.000000 50.000000 0.400000 0.500000
-0.572713 0.000080 0.011071 0.004282 16 24 1.000000 50.000000 0.400000 0.500000
-0.925595 0.000102 0.011277 0.005194 16 24 1.000000 50.000000 0.400000 0.500000
-0.693454 0.000082 0.010674 0.002989 16 24 1.000000 50.000000 0.400000 0.500000
-0.957201 0.000114 0.012285 0.004782 16 24 1.000000 50.000000 0.400000 0.500000
-0.675329 0.000136 0.021056 0.016773 16 24 1.000000 50.000000 0.400000 0.500000
-1.147720 0.000101 0.011715 0.004383 16 24 1.000000 50.000000 0.400000 0.500000
-0.802811 0.000095 0.012212 0.006172 16 24 1.000000 50.000000 0.400000 0.500000
-0.752296 0.000176 0.013294 0.006595 16 24 1.000000 50.000000 0.400000 0.500000
-0.671632 0.000093 0.010513 0.003389 16 24 1.000000 50.000000 0.400000 0.500000
-0.880542 0.000099 0.010680 0.003273 16 24 1.000000 50.000000 0.400000 0.500000
-0.709869 0.000084 0.011141 0.004618 16 24 1.000000 50.000000 0.400000 0.500000
-0.778508 0.000076 0.009751 0.002350 16 24 1.000000 50.000000 0.400000 0.500000
-0.759186 0.000084 0.013423 0.007747 16 24 1.000000 50.000000 0.400000 0.500000
-1.088088 0.000106 0.010679 0.003657 16 24 1.000000 50.000000 0.400000 0.500000
-1.023615 0.000110 0.011623 0.003605 16 24 1.000000 50.000000 0.400000 0.500000
-0.882786 0.000071 0.012577 0.006235 16 24 1.000000 50.000000 0.400000 0.500000
-1.045146 0.000105 0.011096 0.004135 16 24 1.000000 50.000000 0.400000 0.500000
-1.276132 0.000077 0.015205 0.008957 16 24 1.000000 50.000000 0.400000 0.500000
-1.194332 0.000086 0.012964 0.005970 16 24 1.000000 50.000000 0.400000 0.500000
-0.976010 0.000079 0.011916 0.005416 16 24 1.000000 50.000000 0.400000 0.500000
-1.467973 0.000151 0.010784 0.004514 16 24 1.000000 50.000000 0.400000 0.500000
-0.745387 0.000087 0.011842 0.004329 16 24 1.000000 50.000000 0.400000 0.500000
-0.631389 0.000092 0.010683 0.003468 16 24 1.000000 50.000000 0.400000 0.500000
-1.099928 0.000090 0.013218 0.006942 16 24 1.000000 50.000000 0.400000 0.500000
-0.748739 0.000107 0.017005 0.011914 16 24 1.000000 50.000000 0.400000 0.500000
-1.146860 0.000087 0.012892 0.006173 16 24 1.000000 50.000000 0.400000 0.500000
-0.623805 0.000096 0.010184 0.003562 16 24 1.000000 50.000000 0.400000 0.500000
-0.549420 0.000100 0.012712 0.006573 16 24 1.000000 50.000000 0.400000 0.500000
-0.847809 0.000093 0.010501 0.003323 16 24 1.000000 50.000000 0.400000 0.500000
-0.723045 0.000086 0.013321 0.007618 16 24 1.000000 50.000000 0.400000 0.500000
-0.789721 0.000092 0.011699 0.004493 16 24 1.000000 50.000000 0.400000 0.500000
-0.952940 0.000101 0.012555 0.006000 16 24 1.000000 50.000000 0.400000 0.500000
-0.786158 0.000078 0.011518 0.003942 16 24 1.000000 50.000000 0.400000 0.500000
-0.935939 0.000079 0.010466 0.003349 16 24 1.000000 50.000000 0.400000 0.500000
-1.097660 0.000079 0.012715 0.007162 16 24 1.000000 50.000000 0.400000 0.500000
-0.924871 0.000118 0.010567 0.003840 16 24 1.000000 50.000000 0.400000 0.500000
-1.285714 0.000107 0.012235 0.005725 16 24 1.000000 50.000000 0.400000 0.500000
-0.880198 0.000085 0.012467 0.005481 16 24 1.000000 50.000000 0.400000 0.500000
-1.116676 0.000099 0.011748 0.005387 16 24 1.000000 50.000000 0.400000 0.500000
-0.845971 0.000107 0.011763 0.005154 16 24 1.000000 50.000000 0.400000 0.500000
-0.886258 0.000086 0.013247 0.007087 16 24 1.000000 50.000000 0.400000 0.500000
-0.470836 0.000121 0.010845 0.004020 16 24 1.000000 50.000000 0.400000 0.500000
-0.900977 0.000110 0.012313 0.005144 16 24 1.000000 50.000000 0.400000 0.500000
-0.585456 0.000071 0.011258 0.005063 16 24 1.000000 50.000000 0.400000 0.500000
-0.478709 0.000101 0.010420 0.003263 16 24 1.000000 50.000000 0.010000 0.100000
-0.548573 0.000107 0.010853 0.003629 16 24 1.000000 50.000000 0.010000 0.100000
-0.472700 0.000083 0.010590 0.004133 16 24 1.000000 50.000000 0.010000 0.100000
-0.573016 0.000101 0.012125 0.006394 16 24 1.000000 50.000000 0.010000 0.100000
-0.592884 0.000112 0.011342 0.004322 16 24 1.000000 50.000000 0.010000 0.100000
-0.553135 0.000126 0.012663 0.005265 16 24 1.000000 50.000000 0.010000 0.100000
-0.510229 0.000155 0.014302 0.009109 16 24 1.000000 50.000000 0.010000 0.100000
-0.581358 0.000097 0.011638 0.005179 16 24 1.000000 50.000000 0.010000 0.100000
-0.470844 0.000119 0.011142 0.004226 16 24 1.000000 50.000000 0.010000 0.100000
-0.710152 0.000534 0.011354 0.004370 16 24 1.000000 10.000000 0.100000 0.500000
-0.577241 0.000466 0.011583 0.004428 16 24 1.000000 10.000000 0.100000 0.500000
-1.050127 0.001046 0.011256 0.004325 16 24 1.000000 10.000000 0.100000 0.500000
-0.618817 0.000120 0.020063 0.016714 16 24 1.000000 10.000000 0.100000 0.500000
-0.710702 0.002310 0.022577 0.015464 16 24 1.000000 10.000000 0.100000 0.500000
-0.711395 0.002695 0.381248 0.316669 16 24 1.000000 10.000000 0.100000 0.500000
-0.597439 0.000158 0.011921 0.005535 16 24 1.000000 10.000000 0.100000 0.500000
-0.942886 0.000132 0.011524 0.004339 16 24 1.000000 10.000000 0.100000 0.500000
-0.751372 0.004413 0.011823 0.005807 16 24 1.000000 10.000000 0.100000 0.500000
-0.501886 0.000263 0.011361 0.004524 16 24 1.000000 10.000000 0.100000 0.500000
-0.628579 0.001243 0.030635 0.022932 16 24 1.000000 10.000000 0.100000 0.500000
-0.603523 0.000339 0.011323 0.004408 16 24 1.000000 10.000000 0.100000 0.500000
-0.956336 0.000088 0.011969 0.005349 16 24 1.000000 10.000000 0.100000 0.500000
-0.880961 0.000388 0.011584 0.004780 16 24 1.000000 10.000000 0.100000 0.500000
-0.644793 0.000485 0.012293 0.005838 16 24 1.000000 10.000000 0.100000 0.500000
-0.793544 0.000598 0.011676 0.004803 16 24 1.000000 10.000000 0.100000 0.500000
-0.603211 0.048723 0.020171 0.034917 16 24 1.000000 10.000000 0.100000 0.500000
-0.745349 0.001006 0.012040 0.005247 16 24 1.000000 10.000000 0.100000 0.500000
-0.680655 0.000359 0.011310 0.004230 16 24 1.000000 10.000000 0.100000 0.500000
-0.816242 0.000237 0.011511 0.004195 16 24 1.000000 10.000000 0.100000 0.500000
-0.610578 0.000718 0.017102 0.010765 16 24 1.000000 10.000000 0.100000 0.500000
-0.627367 0.000297 0.011301 0.004402 16 24 1.000000 10.000000 0.100000 0.500000
-0.585192 0.000337 0.011842 0.004176 16 24 1.000000 10.000000 0.100000 0.500000
-0.740987 0.001667 0.011871 0.004462 16 24 1.000000 10.000000 0.100000 0.500000
-0.693780 0.000826 0.011483 0.004265 16 24 1.000000 10.000000 0.100000 0.500000
-0.763023 0.000087 0.011877 0.004554 16 24 1.000000 10.000000 0.100000 0.500000
-0.557888 0.000745 0.014103 0.011337 16 24 1.000000 10.000000 0.100000 0.500000
-0.771503 0.001712 0.018763 0.014149 16 24 1.000000 10.000000 0.100000 0.500000
-0.785283 0.000439 0.012251 0.005372 16 24 1.000000 10.000000 0.100000 0.500000
-0.628066 0.000182 0.017922 0.012950 16 24 1.000000 10.000000 0.100000 0.500000
-0.572670 0.001899 0.023764 0.014832 16 24 1.000000 10.000000 0.100000 0.500000
-0.722903 0.000441 0.013736 0.007642 16 24 1.000000 10.000000 0.100000 0.500000
-0.740080 0.001418 0.018461 0.015697 16 24 1.000000 10.000000 0.100000 0.500000
-0.535944 0.000223 0.011655 0.004899 16 24 1.000000 10.000000 0.100000 0.500000
-0.630637 0.000706 0.046509 0.050571 16 24 1.000000 10.000000 0.100000 0.500000
-0.686459 0.000238 0.011839 0.004769 16 24 1.000000 10.000000 0.100000 0.500000
-1.044003 0.000365 0.011609 0.004776 16 24 1.000000 10.000000 0.100000 0.500000
-0.773130 0.000093 0.032926 0.032345 16 24 1.000000 10.000000 0.100000 0.500000
-0.632800 0.000431 0.017210 0.010721 16 24 1.000000 10.000000 0.100000 0.500000
-0.670816 0.000118 0.012251 0.005601 16 24 1.000000 10.000000 0.100000 0.500000
-0.567257 0.000091 0.011341 0.004972 16 24 1.000000 10.000000 0.100000 0.500000
-0.638266 0.002180 0.035946 0.022071 16 24 1.000000 10.000000 0.100000 0.500000
-0.690123 0.006229 0.011592 0.007159 16 24 1.000000 10.000000 0.100000 0.500000
-0.547126 0.003354 0.094414 0.097169 16 24 1.000000 10.000000 0.100000 0.500000
-0.851832 0.000660 0.021244 0.016312 16 24 1.000000 10.000000 0.100000 0.500000
-0.537252 0.001147 0.023316 0.023508 16 24 1.000000 10.000000 0.100000 0.500000
-0.654807 0.000164 0.019689 0.017312 16 24 1.000000 10.000000 0.100000 0.500000
-0.623653 0.000110 0.013338 0.007834 16 24 1.000000 10.000000 0.100000 0.500000
-0.847433 0.001134 0.017220 0.015954 16 24 1.000000 10.000000 0.100000 0.500000
-0.879445 0.000568 0.014711 0.009272 16 24 1.000000 10.000000 0.100000 0.500000
-0.727203 0.000114 0.011449 0.005221 16 24 1.000000 10.000000 0.100000 0.500000
-1.049169 0.000247 0.011532 0.004881 16 24 1.000000 10.000000 0.100000 0.500000
-0.825220 0.000261 0.011400 0.004277 16 24 1.000000 10.000000 0.100000 0.500000
-0.619549 0.000325 0.013899 0.008106 16 24 1.000000 10.000000 0.100000 0.500000
-0.643744 0.000284 0.011710 0.005721 16 24 1.000000 10.000000 0.100000 0.500000
-0.566896 0.000454 0.012739 0.007861 16 24 1.000000 10.000000 0.100000 0.500000
-0.757697 0.000963 0.018306 0.012021 16 24 1.000000 10.000000 0.100000 0.500000
-0.678550 0.000152 0.011649 0.004483 16 24 1.000000 10.000000 0.100000 0.500000
-0.496853 0.000306 0.023989 0.015890 16 24 1.000000 10.000000 0.100000 0.500000
-0.808451 0.026020 0.131909 0.212739 16 24 1.000000 10.000000 0.100000 0.500000
-0.562572 0.000660 0.012018 0.005476 16 24 1.000000 10.000000 0.100000 0.500000
-0.803431 0.000167 0.027608 0.028400 16 24 1.000000 10.000000 0.100000 0.500000
-0.640618 0.001205 0.011788 0.005457 16 24 1.000000 10.000000 0.100000 0.500000
-1.067411 0.000115 0.030705 0.028404 16 24 1.000000 10.000000 0.100000 0.500000
-0.700395 0.000203 0.012319 0.006374 16 24 1.000000 10.000000 0.100000 0.500000
-0.854754 0.000105 0.017479 0.007574 16 24 1.000000 10.000000 0.100000 0.500000
-0.734287 0.000384 0.013283 0.006993 16 24 1.000000 10.000000 0.100000 0.500000
-0.535673 0.000128 0.013222 0.007965 16 24 1.000000 10.000000 0.100000 0.500000
-0.922774 0.000541 0.014708 0.009020 16 24 1.000000 10.000000 0.100000 0.500000
-0.692860 0.016513 0.030041 0.016345 16 24 1.000000 10.000000 0.100000 0.500000
-0.876300 0.001345 0.016750 0.011625 16 24 1.000000 10.000000 0.100000 0.500000
-0.806266 0.000303 0.013958 0.009831 16 24 1.000000 10.000000 0.100000 0.500000
-0.766186 0.000434 0.011737 0.003297 16 24 1.000000 10.000000 0.100000 0.500000
-0.747667 0.000463 0.013403 0.006740 16 24 1.000000 10.000000 0.100000 0.500000
-0.595393 0.000216 0.011041 0.004118 16 24 1.000000 10.000000 0.100000 0.500000
-0.592795 0.000090 0.011005 0.004541 16 24 1.000000 10.000000 0.100000 0.500000
-0.723755 0.000146 0.011252 0.004554 16 24 1.000000 10.000000 0.100000 0.500000
-0.578737 0.000635 0.010952 0.005916 16 24 1.000000 10.000000 0.100000 0.500000
-0.596133 0.000936 0.013045 0.005962 16 24 1.000000 10.000000 0.100000 0.500000
-0.631197 0.001129 0.011520 0.005094 16 24 1.000000 10.000000 0.100000 0.500000
-0.658833 0.000174 0.010934 0.004019 16 24 1.000000 10.000000 0.100000 0.500000
-0.762150 0.002972 0.018304 0.014923 16 24 1.000000 10.000000 0.100000 0.500000
-0.575143 0.000157 0.011743 0.005866 16 24 1.000000 10.000000 0.100000 0.500000
-0.586638 0.000185 0.015762 0.010190 16 24 1.000000 10.000000 0.100000 0.500000
-0.739831 0.000211 0.014886 0.009359 16 24 1.000000 10.000000 0.100000 0.500000
-0.664821 0.000578 0.011163 0.003896 16 24 1.000000 10.000000 0.100000 0.500000
-0.902225 0.001843 0.014004 0.008506 16 24 1.000000 10.000000 0.100000 0.500000
-0.852095 0.000124 0.012060 0.004487 16 24 1.000000 10.000000 0.100000 0.500000
-0.938171 0.000192 0.012369 0.005244 16 24 1.000000 10.000000 0.100000 0.500000
-0.565711 0.000918 0.013608 0.008812 16 24 1.000000 10.000000 0.100000 0.500000
-1.126647 0.000100 0.012761 0.006332 16 24 1.000000 10.000000 0.100000 0.500000
-0.583295 0.000293 0.014424 0.008002 16 24 1.000000 10.000000 0.100000 0.500000
-1.197296 0.000305 0.017621 0.023946 16 24 1.000000 10.000000 0.100000 0.500000
-0.513339 0.000149 0.011392 0.004980 16 24 1.000000 10.000000 0.100000 0.500000
-0.474594 0.000264 0.012408 0.005711 16 24 1.000000 10.000000 0.100000 0.500000
-0.801261 0.000261 0.016774 0.005567 16 24 1.000000 10.000000 0.100000 0.500000
-0.510867 0.000237 0.014120 0.008993 16 24 1.000000 10.000000 0.100000 0.500000
-0.643382 0.001334 0.013358 0.006222 16 24 1.000000 10.000000 0.100000 0.500000
-0.584753 0.000218 0.011884 0.004359 16 24 1.000000 10.000000 0.100000 0.500000
-0.908858 0.000260 0.014136 0.007929 16 24 1.000000 10.000000 0.100000 0.500000
-0.385042 156408511653825370465819532047047083130781433856.000000 3138908126898262709506015851508809626489673635332096.000000 1.000000 49 84 1.000000 1000.000000 0.000100 0.001000
-0.437391 263320827057614885714030147989455938358269817724371421011915666975032281191677952.000000 166802739199011105331383792013843225376516232877280229736435654418551291810676736.000000 11435493408949138557395645970713835188218443670331187651314351479491254963549503488.000000 49 84 1.000000 1000.000000 0.000100 0.001000
-0.398963 0.000081 0.012383 0.004268 49 84 1.000000 1000.000000 0.000100 0.001000
-0.397226 0.000087 0.009336 0.004940 49 84 1.000000 1000.000000 0.000100 0.001000
-0.382032 0.031969 0.316582 0.856398 49 84 1.000000 100.000000 0.000001 0.000001
-0.526021 0.004920 0.564619 0.077847 49 84 1.000000 100.000000 0.000001 0.000001
-0.368195 0.014256 0.296137 0.158042 49 84 1.000000 100.000000 0.000001 0.000001
-0.403236 0.018161 2.349128 0.206421 49 84 1.000000 100.000000 0.000001 0.000001
-0.396778 0.049386 0.390750 0.168985 49 84 1.000000 100.000000 0.000001 0.000001
-0.522472 0.004997 0.553319 0.090300 49 84 1.000000 100.000000 0.000001 0.000001
-0.491765 0.000088 0.011649 0.004031 49 84 100.000000 1000.000000 0.000001 0.000001
-0.461403 0.000124 0.008311 0.003552 49 84 100.000000 1000.000000 0.000001 0.000001
-0.482896 0.000092 0.018598 0.005549 49 84 100.000000 1000.000000 0.000001 0.000001
-0.329260 0.000075 0.007364 0.003784 49 84 100.000000 1000.000000 0.000001 0.000001
-0.321696 40040578983379294839249800204044053281480047067136.000000 784727031724565677376503962877202406622418408833024.000000 1.000000 49 84 100.000000 1000.000000 0.000001 0.000001
-0.354317 0.000117 0.019139 0.009945 49 84 100.000000 1000.000000 0.000001 0.000001
-0.378769 0.000185 0.012254 0.005647 49 84 100.000000 1000.000000 0.000001 0.000001
-0.376457 0.000110 0.014238 0.005025 49 84 100.000000 1000.000000 0.000001 0.000001
-0.543260 1.000000 200890120121488813408385014496563816095339112661254144.000000 1.000000 49 84 100.000000 1000.000000 0.000001 0.000001
-0.354287 0.000064 0.007887 0.002944 49 84 100.000000 1000.000000 0.000001 0.000001
-0.333262 0.000082 0.019281 0.006424 49 84 100.000000 1000.000000 0.000001 0.000001
-0.436869 0.000115 0.019248 0.006347 49 84 100.000000 1000.000000 0.000001 0.000001
-0.479513 70692113476859702190783347263532071659813133809300276552111002017718436102144.000000 73076504056337582766439564438469040645040858847757642522034650424960024647303168.000000 3305572313524360202987732295931275852907413982834759442149939892449614279737344.000000 49 84 100.000000 1000.000000 0.000001 0.000001
-0.337068 0.000090 0.011990 0.004301 49 84 100.000000 1000.000000 0.000001 0.000001
-0.410330 0.000126 0.009844 0.003426 49 84 100.000000 1000.000000 0.000001 0.000001
-0.380141 0.000090 0.011444 0.007104 49 84 100.000000 1000.000000 0.000001 0.000001
-0.362900 517512353914706586501120.000000 1.000000 1865501905879638158618918912.000000 49 84 100.000000 1000.000000 0.000001 0.000001
-0.368697 19392945096768888832.000000 4034262604723291947008.000000 67286304857707765760.000000 49 84 100.000000 1000.000000 0.000001 0.000001
-0.402107 97432182301100242310541640201838803764649479723024384.000000 91078307097429842539730731021356080000999272033554530304.000000 5032958848522762879072124466200656831422698509609992192.000000 49 84 100.000000 1000.000000 0.000001 0.000001
-0.325217 0.000111 0.011345 0.005214 49 84 100.000000 1000.000000 0.000001 0.000001
-0.324635 0.000094 0.010555 0.003459 49 84 100.000000 1000.000000 0.000001 0.000001
-0.434505 0.000091 0.010854 0.003980 49 84 100.000000 1000.000000 0.000001 0.000001
-0.326965 1828616854566824615581916069927175489521428552988772351100068978836525237141504.000000 26005216426488220123944117582349563907171484444181337407116763468041430841163776.000000 714718338059321159837227873169614699263652729395699228207146967468203435221843968.000000 49 84 100.000000 1000.000000 0.000001 0.000001
-0.406299 0.000093 0.013637 0.004390 49 84 100.000000 1000.000000 0.000001 0.000001
-0.334932 0.000356 0.055994 0.020970 100 180 100.000000 1000.000000 0.000001 0.000010
-0.446239 0.001534 0.116623 0.029066 100 180 100.000000 1000.000000 0.000001 0.000010
-0.353832 1.000000 1.000000 1.000000 100 180 100.000000 1000.000000 0.000001 0.000010
-0.310034 1.000000 4074535701630822385477688229802999484875919425442996661774871469862980208079409250304.000000 2927486312690979470693285368502741808183921579604784038736473978749761270668672892928.000000 100 180 100.000000 1000.000000 0.000001 0.000010
-0.315605 51975643117328988679690283132576086972093187099897575751686888060077874245758091264.000000 260770284904372632670572046707391967032058843228351786353591774071230733317082192019456.000000 1.000000 100 180 100.000000 1000.000000 0.000001 0.000010
-0.291301 0.000354 0.075880 0.022457 100 180 100.000000 1000.000000 0.000001 0.000010
-0.576012 0.000659 0.029561 0.014154 100 180 100.000000 1000.000000 0.000001 0.000010
-0.279103 0.000399 0.040591 0.019355 100 180 100.000000 1000.000000 0.000001 0.000010
-0.303501 0.015809 1.403110 0.315186 100 180 100.000000 1000.000000 0.000001 0.000010
-0.362676 41509370134261913085804544.000000 381865363395601907470433255424.000000 135167884585700697935645245440.000000 100 180 100.000000 1000.000000 0.000001 0.000010
-0.489382 0.000894 0.051977 0.017030 100 180 100.000000 1000.000000 0.000001 0.000010
-0.355328 1.000000 16689298233879848490916610989273085890051765966614514326629873540558766932293260289245184.000000 1.000000 100 180 100.000000 1000.000000 0.000001 0.000010
-0.374317 4216765132475541300369717220565618682202940005282155674330107253077823739713284290347407165320341450618645979856896.000000 330565608180714356480280001965865772276546657428770993347019403757389310825808121672293732409845184977568121755795456.000000 56249828867248272530905483818468938956579734429988148502130024881431504333251914562824251088455806929938036031488.000000 100 180 100.000000 2000.000000 0.000100 0.001000
-0.243118 1.000000 1.000000 705474768780389287285524922410244898026102934948066378823991181157272622348055683973168392458788782753006946877440.000000 100 180 100.000000 2000.000000 0.000100 0.001000
-0.322974 1.000000 330565608180714356480280001965865772276546657428770993347019403757389310825808121672293732409845184977568121755795456.000000 660957078263502888885126351457514336104529259726495090745572825432221919145969922595170287498328377581665228161024.000000 100 180 1.000000 2000.000000 0.000100 0.001000
-0.465253 0.000196 0.018823 0.006684 100 180 1.000000 2000.000000 0.000100 0.001000
-0.345199 244564502000.774750 35180770114731.089844 10016240042569.792969 100 180 1.000000 10.000000 0.000100 0.001000
-0.445803 576099986579.719849 304265150849227.437500 3481116125059.522949 100 180 1.000000 10.000000 0.000100 0.001000
-0.207893 1394723731206.354980 199955199721133.500000 15908100185448.226562 100 180 1.000000 10.000000 0.000100 0.001000
-0.397942 91379.320062 30812659.589799 1118672.397023 100 180 10.000000 100.000000 0.000100 0.001000
-0.403700 21106.936281 1594830.064029 1680759.144921 100 180 10.000000 100.000000 0.000100 0.001000
-0.284905 528610.735318 135035966.701813 6837190.328177 100 180 10.000000 100.000000 0.000100 0.001000
-0.295873 1849.554700 5132802.742571 879522.388875 100 180 10.000000 100.000000 0.000100 0.001000
-0.231764 41857.317208 25711701.662458 4570042.982734 100 180 10.000000 100.000000 0.000100 0.001000
-0.274187 3407144.415222 304644855.104659 34036894.339886 100 180 10.000000 100.000000 0.000100 0.001000
-0.296118 8777.457642 418377.624136 496855.244446 100 180 10.000000 100.000000 0.000100 0.001000
-0.243583 0.001095 0.173349 0.041531 100 180 100.000000 1000.000000 0.000100 0.001000
-0.404281 0.000732 0.024926 0.012529 100 180 100.000000 1000.000000 0.000100 0.001000
-0.268579 0.000346 0.041061 0.011486 100 180 100.000000 1000.000000 0.000100 0.001000
-0.402281 0.000809 0.077190 0.042379 100 180 100.000000 1000.000000 0.000100 0.001000
