# le narma2 narma10 narma20 N M k_b k_t g_b g_t
-0.209917 0.001155 0.051594 0.027846 81 142 100.000000 2000.000000 0.000100 0.001000
-0.225293 0.001263 0.053017 0.017820 81 142 100.000000 2000.000000 0.000100 0.001000
-0.354098 374299820755507214070345734614020144972723564938306476675376625417943495925175850289096909436816745588260555610616179210390241176084269603410149376.000000 42617815488376723550620594162539871203473983997361900666792023256361509431963235388321359845947177528342674038228278183821093278978333304389281775616.000000 2478419242197390710331380342996989415532184980006216303124829865597830411758637099279345916905178389384914573166024108039048486209115768915755008000.000000 81 142 100.000000 2000.000000 0.000100 0.001000
-0.218511 0.000242 0.007817 0.007151 81 142 100.000000 2000.000000 0.000100 0.001000
-0.182877 0.000115 0.022162 0.006951 81 142 100.000000 2000.000000 0.000100 0.001000
-0.292734 0.000117 0.016575 0.004913 81 142 100.000000 2000.000000 0.000100 0.001000
-0.335551 0.000186 0.021978 0.016753 81 142 100.000000 2000.000000 0.000100 0.001000
-0.228714 0.000276 0.032256 0.017282 81 142 100.000000 2000.000000 0.000100 0.001000
-0.209297 0.000387 0.026247 0.008599 81 142 100.000000 2000.000000 0.000100 0.001000
-0.386926 0.000055 0.005988 0.002793 81 142 100.000000 2000.000000 0.000100 0.001000
-0.251218 0.001065 0.019518 0.021906 81 142 100.000000 2000.000000 0.000100 0.001000
-0.274222 0.000199 0.054464 0.009172 81 142 100.000000 2000.000000 0.000100 0.001000
-0.202139 0.000234 0.026005 0.008031 81 142 100.000000 2000.000000 0.000100 0.001000
-0.283912 0.000501 0.038144 0.013097 81 142 100.000000 2000.000000 0.000100 0.001000
-0.243283 0.000141 0.015096 0.017481 81 142 100.000000 2000.000000 0.000100 0.001000
-0.301866 0.000895 0.060149 0.011336 81 142 100.000000 2000.000000 0.000100 0.001000
-0.189542 0.000105 0.025690 0.008977 81 142 100.000000 2000.000000 0.000100 0.001000
-0.352573 0.000441 0.024442 0.015527 81 142 100.000000 2000.000000 0.000100 0.001000
-0.236570 10760415540346641560510076688258589013350284048387125740270615944415057463135308271619366689946003297486876850870590031914222690370116779557205187252508599479952539836676571136.000000 141970223051060633786573301712257139246726865261467675301398024113944942401818273367508707240774094545108915232668953843089688826961964927224327732944835856543211733163333157650432.000000 9697147963221978918157729592009886410356072139241799415085520425727316921705033290657397044058688241704216603858041038816092214748071366118467242901818440046026311156369188716544.000000 81 142 100.000000 2000.000000 0.000100 0.001000
-0.310474 0.000837 0.074025 0.037961 81 142 100.000000 2000.000000 0.000100 0.001000
-0.182631 0.000318 0.046388 0.018253 81 142 100.000000 2000.000000 0.000100 0.001000
-0.348954 0.000098 0.018685 0.018409 81 142 100.000000 2000.000000 0.000100 0.001000
-0.238048 0.000378 0.021271 0.019093 81 142 100.000000 2000.000000 0.000100 0.001000
-0.251551 0.000226 0.015036 0.018311 81 142 100.000000 2000.000000 0.000100 0.001000
-0.250113 0.000675 0.022435 0.009600 81 142 100.000000 2000.000000 0.000100 0.001000
-0.225179 0.000403 0.012796 0.015460 81 142 100.000000 2000.000000 0.000100 0.001000
-0.360412 0.000377 0.013490 0.033753 81 142 100.000000 2000.000000 0.000100 0.001000
-0.251099 0.000355 0.025843 0.012023 81 142 100.000000 2000.000000 0.000100 0.001000
-0.279996 0.000109 0.019377 0.008349 81 142 100.000000 2000.000000 0.000100 0.001000
-0.251807 0.000303 0.017045 0.008507 81 142 100.000000 2000.000000 0.000100 0.001000
-0.137148 0.000457 0.037755 0.026126 81 142 100.000000 2000.000000 0.000100 0.001000
-0.182996 0.000704 0.099008 0.037639 81 142 100.000000 2000.000000 0.000100 0.001000
-0.398785 0.000410 0.310265 0.068799 81 142 100.000000 2000.000000 0.000100 0.001000
-0.152832 0.000111 0.032888 0.007456 81 142 100.000000 2000.000000 0.000100 0.001000
-0.404337 0.000815 0.041925 0.028350 81 142 100.000000 2000.000000 0.000100 0.001000
-0.240461 0.000241 0.018743 0.012223 81 142 100.000000 2000.000000 0.000100 0.001000
-0.325245 2735452309968883112992571392.000000 399767009767166040436446855168.000000 1226228084341645809641586688.000000 81 142 100.000000 2000.000000 0.000100 0.001000
-0.231503 11925901354540357005767663045108251039542261810584255973528546536901236487166296335614156119494855058910934819733077920904019086744624411169143428629788831005517694937264553984.000000 45215612226511175284026460558864811946174602871958572398786620396699853088942847672772564609452588046315468746626916001453284613817949568781604713076842039655623594866969694699520.000000 671716805988638604236061346241221169302938968819022587131148524097070253683480810013864839228571535458257518990865076474397751647833150148205299427221318784628054774742522003456.000000 81 142 100.000000 2000.000000 0.000100 0.001000
-0.200161 0.000167 0.026354 0.010726 81 142 100.000000 2000.000000 0.000100 0.001000
-0.258850 0.000983 0.065093 0.009491 81 142 100.000000 2000.000000 0.000100 0.001000
-0.235148 0.000144 0.018276 0.038008 81 142 100.000000 2000.000000 0.000100 0.001000
-0.272321 0.000302 0.028083 0.012377 81 142 100.000000 2000.000000 0.000100 0.001000
-0.101025 0.000311 0.012948 0.007517 81 142 100.000000 2000.000000 0.000100 0.001000
-0.187035 0.000087 0.013455 0.012120 81 142 100.000000 2000.000000 0.000100 0.001000
-0.426144 0.000180 0.023402 0.011254 81 142 100.000000 2000.000000 0.000100 0.001000
-0.254042 0.000269 0.022352 0.015380 81 142 100.000000 2000.000000 0.000100 0.001000
-0.190314 0.000273 0.027755 0.010262 81 142 100.000000 2000.000000 0.000100 0.001000
-0.248165 0.000159 0.013963 0.011353 81 142 100.000000 2000.000000 0.000100 0.001000
-0.202192 0.000230 0.013532 0.004949 81 142 100.000000 2000.000000 0.000100 0.001000
-0.204764 0.000254 0.016825 0.010114 81 142 100.000000 2000.000000 0.000100 0.001000
-0.330104 0.000310 0.019091 0.016594 81 142 100.000000 2000.000000 0.000100 0.001000
-0.178724 0.000330 0.063070 0.015071 81 142 100.000000 2000.000000 0.000100 0.001000
-0.200451 0.000248 0.029459 0.025205 81 142 100.000000 2000.000000 0.000100 0.001000
-0.240182 5664433312018550681971146699530099567523683686843387172094671203410542147493146869347929644770804101655042614886400.000000 133884236400817136880371397123384552393825790268511685263163861472863607441414177041519931138686028323303649756315648.000000 165348643005194354533614291439185678592451367480825116680863063886731307197382064600349969454983985058561330027429888.000000 81 142 100.000000 2000.000000 0.000100 0.001000
-0.372033 1590164354011077319589888.000000 120515631974429072222584832.000000 54263343163912543686098944.000000 81 142 100.000000 2000.000000 0.000100 0.001000
-0.271080 0.004474 0.315745 0.184231 81 142 100.000000 2000.000000 0.000100 0.001000
-0.133877 0.000256 0.030171 0.009420 81 142 100.000000 2000.000000 0.000100 0.001000
-0.339573 0.000087 0.011360 0.009934 81 142 100.000000 2000.000000 0.000100 0.001000
-0.226735 0.000938 0.043054 0.019666 81 142 100.000000 2000.000000 0.000100 0.001000
-0.202464 0.000173 0.020239 0.012966 81 142 100.000000 2000.000000 0.000100 0.001000
-0.195368 0.000203 0.016903 0.019744 81 142 100.000000 2000.000000 0.000100 0.001000
-0.121256 0.001954 0.094921 0.130278 81 142 100.000000 2000.000000 0.000100 0.001000
-0.280631 0.001133 0.054246 0.015308 81 142 100.000000 2000.000000 0.000100 0.001000
-0.301541 0.000383 0.011158 0.014166 81 142 100.000000 2000.000000 0.000100 0.001000
-0.391512 0.000525 0.034151 0.018619 81 142 100.000000 2000.000000 0.000100 0.001000
-0.227808 0.000450 0.017715 0.008080 81 142 100.000000 2000.000000 0.000100 0.001000
-0.324132 0.004215 0.349452 0.043084 81 142 100.000000 2000.000000 0.000100 0.001000
-0.203217 0.000477 0.024448 0.014036 81 142 100.000000 2000.000000 0.000100 0.001000
-0.187564 0.000908 0.032978 0.038211 81 142 100.000000 2000.000000 0.000100 0.001000
-0.216460 0.001210 0.040556 0.044789 81 142 100.000000 2000.000000 0.000100 0.001000
-0.181981 0.000412 0.011180 0.009022 81 142 100.000000 2000.000000 0.000100 0.001000
-0.199017 0.000163 0.011006 0.014993 81 142 100.000000 2000.000000 0.000100 0.001000
-0.355958 0.004450 0.389275 0.059697 81 142 100.000000 2000.000000 0.000100 0.001000
-0.140643 0.000115 0.022533 0.007323 81 142 100.000000 2000.000000 0.000100 0.001000
-0.336505 0.000665 0.013229 0.006350 81 142 100.000000 2000.000000 0.000100 0.001000
-0.431753 0.000081 0.008947 0.003741 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.457153 0.000116 0.010457 0.003404 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.410211 0.000065 0.011211 0.003878 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.445320 0.000051 0.009207 0.004876 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.480558 0.000052 0.011354 0.003996 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.503812 0.000044 0.010257 0.005900 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.500602 0.000052 0.009746 0.004326 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.487396 0.000066 0.010516 0.003640 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.427731 0.000093 0.011553 0.005184 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.449652 0.000053 0.008853 0.003846 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.441500 0.000067 0.008860 0.003917 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.496778 0.000066 0.010929 0.004026 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.468501 0.000052 0.008385 0.004379 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.453538 0.000186 0.070379 0.012832 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.408024 0.000065 0.011881 0.003385 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.464230 0.000045 0.008785 0.003698 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.423357 0.000049 0.011182 0.003658 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.480973 0.000060 0.009867 0.003802 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.484970 0.000050 0.010881 0.003844 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.439826 0.000059 0.012609 0.003510 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.485703 0.000086 0.009989 0.003607 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.451754 0.000048 0.011356 0.003929 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.436867 0.000063 0.012036 0.003966 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.436469 0.000068 0.012378 0.003936 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.433851 0.000213 0.012923 0.005363 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.442509 0.000080 0.011369 0.003851 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.457043 0.000050 0.008978 0.003918 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.425498 0.000054 0.009402 0.003849 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.471165 0.000076 0.009416 0.003842 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.475427 0.000043 0.007825 0.003434 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.491671 0.000047 0.011609 0.004040 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.475664 0.000071 0.011299 0.004273 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.416751 0.000049 0.009890 0.003749 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.469437 0.000047 0.011114 0.003651 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.469591 0.000067 0.011541 0.004120 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.469650 0.000057 0.012412 0.004223 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.433993 0.000056 0.010899 0.004264 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.438472 0.000087 0.008510 0.003670 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.429119 0.000052 0.008824 0.005723 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.455511 0.000059 0.009643 0.004119 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.415875 0.000062 0.010136 0.003721 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.461050 0.000051 0.010270 0.003909 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.491660 0.000070 0.010712 0.004592 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.466746 0.000065 0.010898 0.003769 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.490424 0.000061 0.010199 0.003689 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.423192 0.000079 0.009681 0.003973 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.465132 0.000080 0.007327 0.003769 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.440088 0.000051 0.013773 0.003878 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.455586 0.000073 0.010549 0.003712 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.471855 0.000050 0.009662 0.004067 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.434842 0.000045 0.008991 0.003710 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.436199 0.000047 0.007517 0.003674 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.442026 0.000059 0.007691 0.003842 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.498672 0.000071 0.010415 0.004081 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.449272 0.000047 0.009443 0.003735 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.476847 0.000074 0.013934 0.003981 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.430331 0.000050 0.009994 0.003712 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.505733 0.000051 0.008957 0.003909 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.433314 0.000072 0.009825 0.003862 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.465385 0.000059 0.008461 0.003663 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.430029 0.000063 0.009934 0.004299 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.466422 0.000068 0.010714 0.003976 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.449454 0.000052 0.011473 0.003899 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.493255 0.000082 0.012103 0.004066 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.483784 0.000070 0.018688 0.004974 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.436597 0.000061 0.010599 0.003839 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.435781 0.000051 0.009316 0.003386 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.443450 0.000071 0.010200 0.003702 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.479720 0.000043 0.010756 0.003245 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.494083 0.000055 0.008417 0.005019 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.443481 0.000051 0.008910 0.004189 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.414272 0.000046 0.010389 0.003615 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.460960 0.000059 0.008055 0.004876 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.458522 0.000064 0.009987 0.005231 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.467523 13426727269338612106914570734124425773175728790044672.000000 170932380958371801983206246239605368102274692586405888.000000 16666886591279739442609003702497813006262559406292992.000000 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.445311 0.000094 0.006148 0.003296 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.478755 0.000046 0.009008 0.003784 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.427237 0.000062 0.010063 0.004306 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.483479 0.000072 0.023808 0.004337 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.420617 1.000000 1.000000 1.000000 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.496906 0.000053 0.010376 0.004626 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.430721 0.000082 0.009118 0.003961 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.453321 0.000163 0.016723 0.004639 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.459696 0.000075 0.012369 0.003953 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.455745 1.000000 1.000000 2202395918513801656602367012658548432499877347328.000000 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.600236 0.000052 0.008820 0.003709 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.435859 0.000087 0.016022 0.005022 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.423334 0.000044 0.010638 0.003719 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.457848 0.000049 0.008374 0.004153 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.477962 0.000043 0.012533 0.003873 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.464859 0.000072 0.011307 0.004358 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.446127 0.000051 0.012818 0.003953 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.482136 1.000000 1.000000 1.000000 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.408262 0.000063 0.009495 0.004805 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.443025 0.000074 0.009814 0.003916 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.407226 0.000044 0.010490 0.003744 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.499606 0.000077 0.010913 0.005301 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.496772 0.000062 0.009959 0.003931 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.453110 0.000063 0.010838 0.003955 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.483753 0.000056 0.010886 0.005063 16 24 1000.000000 2000.000000 0.010000 0.100000
-0.404920 0.000044 0.008093 0.004953 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.396870 0.000039 0.012291 0.003921 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.395131 0.000037 0.008353 0.003633 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.398128 0.000214 0.018183 0.005129 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.394706 0.000031 0.013433 0.005101 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.400193 0.000049 0.010705 0.004684 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.382326 0.000032 0.013519 0.003789 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.405233 8346439243907607637786624.000000 649110986788794145964032.000000 1865501905879501859979264.000000 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.413762 0.000034 0.009855 0.003594 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.413962 0.000035 0.010662 0.004391 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.415328 0.000030 0.008501 0.003874 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.426893 0.000049 0.012028 0.003863 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.390723 1.000000 10142359168569445449728000.000000 1.000000 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.388041 0.000064 0.021492 0.006497 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.407757 0.000030 0.010680 0.004185 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.410043 0.000035 0.010611 0.003889 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.406480 40040578983379294839249800204044053281480047067136.000000 1.000000 1.000000 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.380601 0.001564 0.085910 0.011589 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.394765 10250388219745099478847948852235277640058892049186816.000000 3214241921943821014534160231945021057525425802580066304.000000 1.000000 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.400517 0.000046 0.013288 0.005771 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.414081 0.000029 0.010724 0.003881 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.393036 0.000114 0.012436 0.004779 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.414794 0.000042 0.011365 0.003865 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.409453 0.061167 5.549000 0.031598 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.403289 0.000051 0.011424 0.004308 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.369625 0.000029 0.008690 0.003923 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.385064 0.000027 0.012487 0.004676 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.402616 0.000033 0.007113 0.003869 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.412866 0.000034 0.009959 0.003770 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.402391 0.000030 0.009129 0.003482 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.387181 0.000037 0.012891 0.006991 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.403499 0.000042 0.012809 0.004719 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.393319 1.000000 1.000000 1.000000 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.402255 0.000032 0.009636 0.004219 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.409391 1.000000 1.000000 9021013682232531585443295283849414379519497614655488.000000 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.387803 0.000042 0.008986 0.004468 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.384584 0.000044 0.011436 0.003779 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.379634 0.000041 0.010899 0.003668 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.416967 493538238945051200.000000 604531713880814464.000000 6949536156997695488.000000 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.400517 0.000087 0.028227 0.009542 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.416127 0.000042 0.009392 0.004489 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.436293 0.000030 0.008284 0.003491 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.420749 0.000033 0.008788 0.003717 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.413842 0.000044 0.010041 0.003927 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.422472 0.000039 0.008215 0.003552 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.384725 0.000037 0.010544 0.003721 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.415233 0.000042 0.008439 0.003898 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.406801 0.000032 0.008683 0.003760 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.410569 1.000000 1.000000 1.000000 25 40 2000.000000 3000.000000 0.050000 0.100000
-0.551371 0.000033 0.012418 0.003715 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.589428 1.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.517698 1.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.654521 0.000034 0.011473 0.003918 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.524239 160162315933517179356999200816176213125920188268544.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.725231 10010144745844823709812450051011013320370011766784.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.589056 0.000031 0.010253 0.003888 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.545374 0.000051 0.011295 0.004002 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.645011 1.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.571469 1.000000 3138908126898262709506015851508809626489673635332096.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.669427 1.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.601428 1.000000 3065339967674084677251968604989071900868821909504.000000 140953338784883306022551488810147099679992150228992.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.772992 1.000000 1.000000 2255253420558132896360823820962353594879874403663872.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.635931 0.000039 0.009354 0.003932 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.575180 10010144745844823709812450051011013320370011766784.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.500268 1.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.589970 0.000039 0.009893 0.003916 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.693020 0.000384 0.031802 0.033970 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.777204 2562597054936274869711987213058819410014723012296704.000000 803560480485955253633540057986255264381356450645016576.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.697669 1.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.713363 0.000042 0.100341 0.004315 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.525081 1.000000 50222530030372203352096253624140954023834778165313536.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.563060 1.000000 3138908126898262709506015851508809626489673635332096.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.582464 40040578983379294839249800204044053281480047067136.000000 3138908126898262709506015851508809626489673635332096.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.632536 0.000040 0.010201 0.003896 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.596135 1.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.673518 0.000040 0.010305 0.003770 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.567588 1.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.616611 1.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.624255 40040578983379294839249800204044053281480047067136.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.692186 640649263734068717427996803264704852503680753074176.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.666698 1.000000 12555632507593050838024063406035238505958694541328384.000000 36084054728930126341773181135397657518077990458621952.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.706165 160162315933517179356999200816176213125920188268544.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.627999 1.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.706921 1.000000 50222530030372203352096253624140954023834778165313536.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.505645 1.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.601372 1.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.572164 2562597054936274869711987213058819410014723012296704.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.624492 1.000000 50222530030372203352096253624140954023834778165313536.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.733102 1.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.630914 1.000000 1.000000 2255253420558132896360823820962353594879874403663872.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.767925 1.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.522163 1.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.590688 11713746254778290355378399990778161759854801190912.000000 2149563521651516487349065746121530813147655018905600.000000 1051829052347495439141039039221222861704088359272448.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.542551 1.000000 1.000000 577344875662882021468370898166362520289247847337951232.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.664825 0.000030 0.010364 0.003779 16 24 2000.000000 3000.000000 0.050000 0.500000
-0.582379 1.000000 1.000000 1.000000 16 24 2000.000000 3000.000000 0.050000 0.500000
